id,name,lat,long,addr:street,addr:housenumber,addr:city,addr:postcode,cuisine_or_amenity,opening_hours
81609136,Magdalenenhof,16.3820546,48.3120862,Senderstraße,127,Wien,1210,restaurant,"easter-Oct 31 Mo-Su,PH 10:00-24:00; Oct 31-easter Mo-Tu off,We-Su,PH 10:00-24:00"
224593914,McDonald's,16.3998239,48.2567922,Bahnhof Floridsdorf,,Wien,1210,fast_food,"Mo-Fr 06:00-01:00, Sa 06:00-02:00, Su 08:00-01:00"
271817593,CapuVino,16.4136588,48.2943332,Jedlersdorfer Straße,315,Wien,1210,italian;regional,Mo-Fr 11:00-22:00
283318282,XXL Brünner Stadl,16.4012023,48.263223,Werndlgasse,1,Wien,1210,regional,"Mo-Sa 11:00-21:00; Su,PH 11:00-18:00"
311875082,Heuriger Bernreiter,16.4076054,48.278984,Amtsstraße,24-26,Wien,1210,regional;heuriger,"Tu-Fr 14:00-22:00; Sa 12:00-22:00; PH,Su 11:00-22:00; Jan,Feb,Mar,May,Jul,Sep,Nov Tu-Su off; Dec 16-31 Tu-Su off"
317080908,Weingut Deutinger,16.3972586,48.304106,Krottenhofgasse,85,Wien,1210,heuriger,
342088232,Schutzhaus Groß-Jedlersdorf,16.4110253,48.2729274,Siemensstraße,30,Wien,1210,restaurant,
342245314,Sissy's Imbiß am Platzl,16.4153363,48.2754722,Scottgasse,3,Wien,1210,restaurant,
342268196,Restaurant Emerich,16.4182076,48.2724443,Ruthnergasse,35,Wien,1210,restaurant,
342370822,Pizzeria Da Contessa,16.4075823,48.2751357,Brünner Straße,121,Wien,1210,pizza,
342372654,s'Zwickl,16.4193594,48.2715519,Siemensstraße,76,Wien,1210,regional,Mo-Fr 09:00-23:00
344483279,Gelati Venti Uno,16.4193064,48.271868,Siemensstraße,73,Wien,1210,ice_cream,Mo-Su 13:00-21:00
344872252,Café Jonas,16.3985512,48.255583,Franz-Jonas-Platz,11,Wien,1210,cafe,Mo-Sa 09:00-24:00;PH Su 09:00-23:00
344929843,MAXX Cafe-Restaurant,16.404629,48.2742908,Jedlersdorfer Straße,94,Wien,1210,cafe,
344930884,Heurigenrestaurant Wild,16.4064123,48.2776131,Amtsstraße,3,Wien,1210,heuriger,Mo-Su 10:00-24:00
344931801,"Eylül Bäckerei, Konditorei & Cafe",16.4075968,48.2769351,Frauenstiftgasse,7,Wien,1210,cafe,
345682057,Lally's Pizza-Service,16.4148481,48.2755334,Siemensstraße,17,Wien,1210,pizza,"Mo,Tu,Th,Fr 10:00-22:00; We off"
347403008,Weingut Gerhard Klager,16.4082457,48.3020468,Stammersdorfer Straße,14,Wien,1210,regional;heuriger,
347403015,Christ 42,16.4110259,48.3016147,Stammersdorfer Straße,44,Wien,1210,regional,
347627120,Call Center / Internet Cafe MENNA,16.4122545,48.2766649,Carrogasse,3,Wien,1210,cafe,
352725976,Ye's Kitchen,16.4062243,48.271605,Shuttleworthstraße,1,Wien,1210,chinese,
352985492,Cafe Klim Bim,16.3987779,48.2569247,Franz-Jonas-Platz,5,Wien,1210,cafe,
353071638,Tchibo,16.4000161,48.2570163,Bahnhof Floridsdorf,,Wien,1210,cafe,Mo-Fr 08:00-18:30; Sa 08:00-17:00
353077280,Wok Asia Restaurant,16.3997161,48.2606832,Weisselgasse,10,Wien,1210,asian,"Mo-Fr 11:00-20:00; Su,PH 12:00-20:00"
353690004,Pizza Bene,16.4063883,48.2718536,Brünner Straße,78,Wien,1210,fast_food,
353700317,Cafe Konditorei Welser,16.4081259,48.2761283,Baumergasse,16,Wien,1210,cafe,
353700894,Kebap König,16.4082903,48.2765259,Frauenstiftgasse,14,Wien,1210,fast_food,
354558151,Gero's Likörstube,16.4079011,48.276327,Baumergasse,16,Wien,1210,pub,
356301383,Treffpunkt Pizza-Kebap Station & Zustellung,16.3986067,48.2588643,Brünner Straße,6-8,Wien,1210,fast_food,"Mo-Sa 08:00-22:00; Su,PH 10:00-22:00"
356311263,Lucky Noodles,16.399425,48.2602121,Angerer Straße,1,Wien,1210,fast_food,"Mo-Su,PH 11:00-22:00"
356313158,Perugini Gelateria Italiana,16.3996669,48.2606036,Weisselgasse,10,Wien,1210,cafe,"Mo-Su,PH 10:30-21:00"
356313837,Likör-Stube,16.4005149,48.2613089,Conrad-Lötsch-Hof,,Wien,1210,pub,Mo-Sa 09:30-14:00
356315925,Ünlü Kebap,16.4006858,48.2630642,Brünner Straße,37,Wien,1210,fast_food,
360183913,Weingut Christ,16.4069617,48.2777331,Baumergasse,31,Wien,1210,heuriger,
360184046,Heuriger Christ,16.4070132,48.2779615,Amtsstraße,10,Wien,1210,heuriger,
360187254,Buschenschank Fam. Karl LENTNER,16.4078457,48.2803035,Amtsstraße,44,Wien,1210,buschenschank,
360192261,Rüka's Eis-Cafe,16.4105729,48.2782663,Brünner Straße,138A,Wien,1210,cafe,"PH,Mo-Su 10:00-20:00"
364439550,Zur Greisslerin,16.4157307,48.2786014,Skraupstraße,24,Wien,1210,cafe,
365947932,Franz Steiner,16.3999874,48.2580998,Pius-Parsch-Platz,11,Wien,1210,cafe,
365947989,Cafe Saus & Braus,16.4000794,48.2582168,Pius-Parsch-Platz,10,Wien,1210,cafe,"Mo-Sa 07:00-21:00; Su,PH 08:00-21:00"
365948633,Madona,16.400887,48.2595543,Schleifgasse,4,Wien,1210,pizza,
365948680,Domino's,16.4005423,48.2595307,Angerer Straße,5B,Wien,1210,fast_food,"Su-Th 11:00-22:00; Fr,Sa 11:00-23:00"
367992124,Schleifstüberl,16.4016743,48.260196,Weisselgasse,19,Wien,1210,restaurant,
367997498,Asia Exotics,16.4007588,48.2618341,Floridsdorfer Markt,,Wien,1210,asian,
367997616,Marktcafe,16.4008275,48.2619521,Floridsdorfer Markt,,Wien,1210,cafe,
368312455,Rojda Imbiss,16.4034136,48.2774501,Mitterhofergasse,2,Wien,1210,fast_food,
368318941,Doy-Doy Kebap & Pizza,16.4082957,48.2764714,Frauenstiftgasse,14,Wien,1210,fast_food,"Mo-Fr 09:00-21:00; Sa 10:00-21:00; Su,PH 11:00-21:00"
370521979,Lottes Weltreise,16.4196831,48.2991775,Dr.-Skala-Straße,1,Wien,1210,restaurant,
370521980,Cafecito,16.4195592,48.299297,Dr.-Skala-Straße,1,Wien,1210,cafe,Mo-Sa 15:00-20:00
370833407,Taj Burger 21,16.4050336,48.2778942,Semmelweisgasse,36,Wien,1210,burger,
380762422,Eva Sweet,16.4016913,48.2610803,Conrad-Lötsch-Hof,,Wien,1210,ice_cream,Mo-Sa 09:00-20:00
380762894,"Cafe Konditorei ""Auf a' Tratscherl""",16.4017758,48.2610406,Conrad-Lötsch-Hof,,Wien,1210,cafe,
380765886,Imbiss Geflügel Nemec,16.4008774,48.2617759,Floridsdorfer Markt,,Wien,1210,fast_food,
380765915,Spaghetteria il mercato,16.4020289,48.2614588,Floridsdorfer Markt,,Wien,1210,italian,Tu-Sa 11:30-22:00
390020832,Heuriger Hannes Reinbacher,16.4201576,48.2993664,Herrenholzgasse,38,Wien,1210,heuriger;regional,"Heutiger, offen wenn ausgesteckt ist"
392032121,Pizzeria La Pronto,16.4024141,48.2607503,Schleifgasse,16,Wien,1210,pizza,
392046634,Restaurant im Bowlingcenter,16.4026322,48.2606043,Pitkagasse,4,Wien,1210,restaurant,
414714707,Cara Mia,16.3925933,48.2669619,Prager Straße,65,Wien,1210,italian;pizza,Mo-Su 11:00-23:00
415627424,Amigo 2,16.4217137,48.2997596,Friedrich-Manhart-Straße,1,Wien,1210,italian;pizza,Mo-Su 11:00-21:45
448748498,s‘Vintschgerl,16.4094718,48.2561384,Mengergasse,36,Wien,1210,local,We-Su 10:00-21:00
479988405,China Restaurant Eukiang,16.4064985,48.255024,Schloßhofer Straße,62,Wien,1210,chinese,"11:30-14:30,17:30-22:30"
496995427,Asia Fern,16.3836857,48.2870724,Prager Straße,274,Wien,1210,asian,
521346501,Wasabi Restaurant,16.4115481,48.2540509,Donaufelder Straße,37,Wien,1210,asian,"Tu-Su, PH 11:00-23:00; Mo off"
672213953,Weinheuriger Falkenberg,16.409055,48.3021694,Stammersdorfer Straße,25,Wien,1210,regional;heuriger,
672213954,Weinhof Reichl,16.4113538,48.3019032,Stammersdorfer Straße,41,Wien,1210,regional;heuriger,
672213955,Zum Stammersdorfer Wichtl,16.4141308,48.3013404,Stammersdorfer Straße,76,Wien,1210,regional,
672213956,Dorfgasthaus Eisenheld,16.4147682,48.3013656,Stammersdorfer Straße,82,Wien,1210,heuriger;regional;austrian,
672213957,Schmidt,16.4180412,48.3004787,Stammersdorfer Straße,105,Wien,1210,regional;heuriger,"""Heuriger, geöffnet wenn ausgesteckt ist"""
672213960,Buschenschank Helm,16.4192701,48.2997278,Stammersdorfer Straße,121,Wien,1210,regional;heuriger,"""Heutiger, offen wenn ausgesteckt ist"""
672213961,Koglbauer,16.4141859,48.3015627,Stammersdorfer Straße,75,Wien,1210,pub,
672213962,Weinhof Sammer,16.4155574,48.3015962,Stammersdorfer Straße,87,Wien,1210,regional;heuriger,
730754885,Radatz,16.4102985,48.2602514,Engelhorngasse,6,Wien,1210,fast_food,
999259356,Buschenschank K&K Fuchs,16.409168,48.2824,Jedlersdorfer Platz,29,Wien,1210,buschenschank,"""Infos unter tel 0699 1730 1416"""
1005962562,Jedlersdorfer Alm,16.4083203,48.2813967,Jedlersdorfer Platz,36,Wien,1210,regional,"Su-Th 11:00-23:00, Fr,Sa 11:00-24:00"
1039767505,Ristorante da Giovanni,16.3884823,48.2941935,Rußbergstraße,78,Wien,1210,restaurant,
1057637970,Weingut & Heuriger Richard LENTNER,16.4088569,48.2828674,Jedlersdorfer Platz,10,Wien,1210,heuriger,"Jan,Mar,May,Jul,Sep,Nov Mo-Sa 12:00-18:00+; Jan,Mar,May,Jul,Sep,Nov Su,PH 09:00-18:00+"
1193427364,Triple Seven,16.3838868,48.288485,Rußbergstraße,9,Wien,1210,pizza,"Mo-Th 11:00-22:00, Fr-Su 11:00-01:00"
1256323512,Genusshütte,16.4007545,48.3108115,Untere Jungenberggasse,250,Wien,1210,regional,Apr-Oct Mo-Su 11:00-24:00; Nov Th-Su 11:00-24:00
1258555051,Weinlaube,16.4015635,48.3104121,Stammersdorfer Kellergasse,130,Wien,1210,pub,
1296271588,Pizza Milano,16.4070967,48.252814,Scheffelstraße,22,Wien,1210,pizza;italian,Mo-Su 11:00-22:00
1298400884,Cafe Helga,16.414121,48.2533489,Donaufelder Straße,65,Wien,1210,cafe,Mo-Fr 08:00-24:00; Sa 08:00-24:00; Su 09:00-24:00
1387363918,Heuriger Wieninger,16.4143174,48.301345,Stammersdorfer Straße,78,Wien,1210,regional;heuriger,
1493386081,La Scala,16.416678,48.2920566,Lazarsfeldgasse,2,Wien,1210,pizza,Mo-Su 08:00-22:00
1712386685,"Wein-, Obstgut und Buschenschank Familie Strauch",16.3846232,48.2985054,Langenzersdorfer Straße,50A,Wien,1210,heuriger,"Mo-Fr 16:00-23:00; Sa,Su,PH 15:00-23:00"
1714758486,Winzerhof Leopold,16.4085769,48.3020187,Dr.-Skala-Straße,120,Wien,1210,buschenschank,
1779333095,Pizzeria Bella Italia,16.3870692,48.269634,Anton-Bosch-Gasse,7,Wien,1210,fast_food,"PH,Mo-Su 11:00-21:45"
1802230465,Cigköftem,16.3971797,48.258125,Sonderadresse 21.Bezirk,S,Wien,1210,fast_food,Mo-Su 11:00-22:00
1802230473,JO's Restaurant & Bar,16.3937934,48.2641861,Prager Straße,39,Wien,1210,restaurant,Mo-Fr 11:00-23:00; Sa 11:00-15:00
1802230474,Cafe Daniela,16.3861673,48.2647446,Anton-Störck-Gasse,48,Wien,1210,cafe,
